metier;sexe;annee_naissance;random_id_client;enfant_conduite_accompagne;nombre_enfants;tranches_salaires;Tranche_valeur_residence_principale;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande.1;etat_dossier;formule;Tranche_tarif_devis
mécanicien bateaux;F;1977;35295274174;VRAI;VRAI;20 - 40K;100 - 200K;Commercial;z_SUV;1;1.0;z_Highly Rural/ Rural;25/03/2022;incomplet;dev_express;200 - 300€
anatomiste;M;1980;3050754418;VRAI;VRAI;+ 80K;300 - 400K;Private;Minivan;0;14.0;Highly Urban/ Urban;12/03/2022;complet;dev_premium;+ 500€
volcanologue;M;1933;39324551970;FAUX;FAUX;+ 80K;0 - 0K;Private;Minivan;0;16.0;Highly Urban/ Urban;23/01/2022;incomplet;dev_integral;300 - 400€
secrétaire administratif;M;1967;34105926096;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;Minivan;3;10.0;Highly Urban/ Urban;14/03/2022;complet;dev_express;200 - 300€
parfumeur;F;2000;20932222901;FAUX;FAUX;40 - 60K;200 - 300K;Private;Minivan;5;18.0;Highly Urban/ Urban;29/01/2022;complet;dev_premium;300 - 400€
chef de projet sites et sols pollués;F;1950;2395470977;FAUX;FAUX;0 - 20K;0 - 0K;Private;Sports Car;3;7.0;z_Highly Rural/ Rural;09/05/2022;complet;dev_premium;+ 500€
facteur;F;1976;14480329349;FAUX;FAUX;+ 80K;300 - 400K;Private;Sports Car;0;18.0;Highly Urban/ Urban;15/01/2022;complet;dev_premium;400 - 500€
ingénieur production dans les biotechnologies;M;2008;22119040528;FAUX;FAUX;20 - 40K;100 - 200K;Private;Minivan;1;1.0;z_Highly Rural/ Rural;11/05/2022;complet;dev_express;200 - 300€
boucher;M;1966;15324545245;FAUX;VRAI;+ 80K;200 - 300K;Private;z_SUV;0;;Highly Urban/ Urban;22/05/2022;complet;dev_integral;300 - 400€
peintre en bâtiment;M;1965;34265497083;FAUX;VRAI;40 - 60K;100 - 200K;Private;Sports Car;0;15.0;Highly Urban/ Urban;16/03/2022;complet;dev_premium;+ 500€
webdesigner;F;1943;10962062058;FAUX;FAUX;+ 80K;200 - 300K;Private;z_SUV;4;15.0;Highly Urban/ Urban;10/02/2022;complet;dev_express;200 - 300€
agent de constatation des douanes;F;1982;5546358071;FAUX;VRAI;0 - 20K;0 - 0K;Private;z_SUV;4;6.0;Highly Urban/ Urban;30/05/2022;complet;dev_express;200 - 300€
concepteur multimédia;F;1969;6367005945;FAUX;FAUX;+ 80K;400 - 500K;Private;Pickup;0;20.0;Highly Urban/ Urban;14/03/2022;incomplet;dev_integral;300 - 400€
ingénieur chimiste en développement analytique;M;2019;37474795239;FAUX;FAUX;0 - 20K;0 - 0K;Commercial;z_SUV;1;11.0;Highly Urban/ Urban;10/01/2022;complet;dev_integral;300 - 400€
ingénieur du BTP;M;1996;22889479520;VRAI;VRAI;20 - 40K;0 - 0K;Private;z_SUV;2;6.0;Highly Urban/ Urban;21/05/2022;complet;dev_integral;200 - 300€
sérigraphe;M;1989;15334517661;FAUX;FAUX;+ 80K;300 - 400K;Private;Van;4;1.0;Highly Urban/ Urban;09/04/2022;complet;dev_express;200 - 300€
économètre statisticien;F;1962;26234842532;FAUX;VRAI;40 - 60K;100 - 200K;Commercial;Pickup;5;11.0;Highly Urban/ Urban;13/02/2022;complet;dev_vip;+ 500€
responsable biométrie;M;1978;50526304655;FAUX;FAUX;0 - 20K;0 - 0K;Private;z_SUV;7;6.0;z_Highly Rural/ Rural;25/02/2022;complet;dev_integral;200 - 300€
élagueur;F;1952;51340850336;VRAI;VRAI;60 - 80K;200 - 300K;Private;Minivan;6;12.0;Highly Urban/ Urban;02/01/2022;complet;dev_integral;300 - 400€
assistant réalisateur réalisatrice;F;1961;15563976626;FAUX;VRAI;+ 80K;300 - 400K;Private;z_SUV;2;11.0;Highly Urban/ Urban;17/05/2022;incomplet;dev_integral;300 - 400€
chef de fabrication des industries graphiques;M;1966;9846377545;FAUX;VRAI;60 - 80K;200 - 300K;Private;Sports Car;0;;Highly Urban/ Urban;02/04/2022;complet;dev_express;200 - 300€
peintre en bâtiment;M;1973;21927998646;FAUX;VRAI;Inconnu;Inconnu;Private;Pickup;2;1.0;z_Highly Rural/ Rural;03/05/2022;complet;dev_premium;400 - 500€
ingénieur en construction navale;M;1968;13726251411;FAUX;FAUX;Inconnu;200 - 300K;Private;Van;1;14.0;Highly Urban/ Urban;25/04/2022;complet;dev_express;200 - 300€
géologue modélisateur;F;1982;33303862868;FAUX;FAUX;0 - 20K;100 - 200K;Private;Pickup;4;16.0;z_Highly Rural/ Rural;08/03/2022;complet;dev_integral;300 - 400€
ouvrier paysagiste;F;1995;54218510259;FAUX;VRAI;20 - 40K;0 - 0K;Commercial;Minivan;6;;Highly Urban/ Urban;31/05/2022;complet;dev_integral;300 - 400€
vendeur-magasinier en fournitures automobiles;M;1980;7756982638;FAUX;VRAI;Inconnu;0 - 0K;Commercial;Pickup;0;8.0;z_Highly Rural/ Rural;21/01/2022;complet;dev_integral;200 - 300€
professeur de collège et de lycée;M;1950;28722892415;FAUX;FAUX;0 - 20K;100 - 200K;Private;z_SUV;1;1.0;Highly Urban/ Urban;27/04/2022;complet;dev_integral;300 - 400€
maraîcher;F;1992;1375263627;FAUX;VRAI;20 - 40K;100 - 200K;Private;Minivan;0;1.0;Highly Urban/ Urban;25/04/2022;complet;dev_integral;200 - 300€
sapeur-pompier;F;1933;39320246858;VRAI;VRAI;60 - 80K;100 - 200K;Private;Minivan;0;11.0;Highly Urban/ Urban;20/01/2022;incomplet;dev_integral;300 - 400€
géochimiste;M;1939;26056948918;FAUX;VRAI;+ 80K;300 - 400K;Private;z_SUV;0;15.0;Highly Urban/ Urban;05/03/2022;complet;dev_integral;200 - 300€
miroitier;F;2021;7137969270;FAUX;FAUX;0 - 20K;0 - 0K;Private;z_SUV;0;1.0;Highly Urban/ Urban;21/01/2022;complet;dev_integral;200 - 300€
architecte réseaux;M;1964;34650430488;FAUX;FAUX;0 - 20K;0 - 0K;Private;Minivan;0;5.0;z_Highly Rural/ Rural;27/04/2022;incomplet;dev_integral;300 - 400€
plâtrier;M;1994;18652525559;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Panel Truck;4;15.0;Highly Urban/ Urban;25/04/2022;complet;dev_integral;300 - 400€
bio-informaticien;M;1943;46714278252;FAUX;FAUX;0 - 20K;100 - 200K;Private;Minivan;1;14.0;Highly Urban/ Urban;29/03/2022;complet;dev_integral;200 - 300€
officier de gendarmerie;M;1978;6690869158;FAUX;FAUX;0 - 20K;0 - 0K;Commercial;Sports Car;6;10.0;Highly Urban/ Urban;13/02/2022;complet;dev_integral;200 - 300€
technicien en automatismes;M;1987;21154104437;FAUX;FAUX;0 - 20K;0 - 100K;Private;Sports Car;0;1.0;z_Highly Rural/ Rural;11/02/2022;complet;dev_express;200 - 300€
secrétaire;F;1986;21936620080;FAUX;FAUX;0 - 20K;0 - 0K;Commercial;Panel Truck;0;9.0;z_Highly Rural/ Rural;28/05/2022;complet;dev_integral;200 - 300€
trader;M;1968;7074649231;FAUX;FAUX;40 - 60K;100 - 200K;Private;Minivan;4;8.0;Highly Urban/ Urban;03/04/2022;complet;dev_integral;300 - 400€
garde (chasse, pêche, littoral, rivière, parcs nationaux);M;1973;2608778810;FAUX;FAUX;20 - 40K;100 - 200K;Private;Minivan;1;9.0;z_Highly Rural/ Rural;06/03/2022;incomplet;dev_integral;300 - 400€
garçon de café;F;1989;36832407900;FAUX;FAUX;20 - 40K;100 - 200K;Private;z_SUV;3;9.0;z_Highly Rural/ Rural;20/05/2022;complet;dev_integral;300 - 400€
metteur en scène;M;1952;14162902092;FAUX;FAUX;+ 80K;200 - 300K;Private;Minivan;0;6.0;Highly Urban/ Urban;22/04/2022;complet;dev_express;200 - 300€
statisticien;M;1934;52189445861;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;z_SUV;0;8.0;Highly Urban/ Urban;29/01/2022;complet;dev_integral;300 - 400€
pisteur secouriste;M;2001;14929976019;FAUX;VRAI;0 - 20K;0 - 0K;Private;Minivan;3;1.0;Highly Urban/ Urban;21/05/2022;complet;dev_integral;200 - 300€
architecte produit industriel;M;1998;27368725300;FAUX;FAUX;Inconnu;Inconnu;Commercial;Minivan;0;8.0;Highly Urban/ Urban;04/05/2022;complet;dev_integral;300 - 400€
agent arboricole;F;1954;24297139634;FAUX;FAUX;20 - 40K;0 - 0K;Private;Minivan;4;12.0;Highly Urban/ Urban;25/01/2022;complet;dev_premium;400 - 500€
conseiller pénitentiaire d'insertion et de probation;M;1950;11412191820;FAUX;FAUX;60 - 80K;100 - 200K;Commercial;Panel Truck;0;1.0;Highly Urban/ Urban;27/01/2022;complet;dev_integral;300 - 400€
agent d'exploitation de l'eau;M;1932;4718220029;FAUX;FAUX;+ 80K;0 - 0K;Private;Pickup;2;17.0;Highly Urban/ Urban;11/03/2022;complet;dev_integral;300 - 400€
installateur en télécoms;F;1958;51165041251;FAUX;VRAI;60 - 80K;100 - 200K;Commercial;Minivan;0;1.0;z_Highly Rural/ Rural;25/05/2022;complet;dev_integral;300 - 400€
serrurier dépanneur dépanneuse;F;1946;34299141951;FAUX;VRAI;60 - 80K;200 - 300K;Commercial;Minivan;1;5.0;Highly Urban/ Urban;20/01/2022;complet;dev_premium;+ 500€
expert automobile;F;2008;47969813238;FAUX;FAUX;40 - 60K;100 - 200K;Commercial;Pickup;0;1.0;Highly Urban/ Urban;22/04/2022;complet;dev_integral;300 - 400€
chargé d'études en marketing;F;1953;8027029414;FAUX;FAUX;60 - 80K;0 - 0K;Commercial;Panel Truck;7;15.0;Highly Urban/ Urban;10/02/2022;complet;dev_integral;200 - 300€
géographe;M;1970;28824049272;FAUX;FAUX;+ 80K;510325;Commercial;Panel Truck;4;15.0;Highly Urban/ Urban;24/02/2022;complet;dev_express;200 - 300€
chargé d'études naturalistes;F;1960;42801684402;FAUX;VRAI;+ 80K;0 - 0K;Private;z_SUV;6;13.0;Highly Urban/ Urban;07/02/2022;incomplet;dev_integral;200 - 300€
chargé de recherche et développement déchets;F;1952;47168736726;FAUX;FAUX;40 - 60K;100 - 200K;Private;Sports Car;2;12.0;Highly Urban/ Urban;17/03/2022;complet;dev_express;200 - 300€
anatomiste;F;2002;57811513440;VRAI;FAUX;+ 80K;300 - 400K;Private;z_SUV;4;;Highly Urban/ Urban;04/03/2022;complet;dev_express;200 - 300€
critique d'art;M;1983;53832772507;FAUX;FAUX;0 - 20K;100 - 200K;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;20/04/2022;complet;dev_express;200 - 300€
maraîcher;F;1961;32670427835;FAUX;FAUX;60 - 80K;200 - 300K;Private;Van;4;12.0;Highly Urban/ Urban;30/01/2022;complet;dev_express;200 - 300€
inspecteur des douanes, des finances publiques ou du travail;M;1967;37986598291;FAUX;FAUX;20 - 40K;100 - 200K;Private;Minivan;3;17.0;Highly Urban/ Urban;11/02/2022;complet;dev_integral;200 - 300€
cordonnier;F;1953;7401506045;FAUX;VRAI;40 - 60K;100 - 200K;Private;Sports Car;0;1.0;Highly Urban/ Urban;05/03/2022;complet;dev_integral;200 - 300€
opérateur sur machine à commande numérique;F;1945;54147711793;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;Van;7;1.0;Highly Urban/ Urban;16/02/2022;complet;dev_express;200 - 300€
psychologue de l'éducation nationale spécialité éducation, développement et conseil en orientation scolaire et professionnelle;F;2014;21648847875;FAUX;FAUX;+ 80K;300 - 400K;Private;Van;0;12.0;Highly Urban/ Urban;25/01/2022;complet;dev_integral;300 - 400€
économe de flux;M;1933;53539422265;VRAI;VRAI;40 - 60K;100 - 200K;Private;Minivan;0;9.0;Highly Urban/ Urban;04/01/2022;incomplet;dev_premium;+ 500€
technicien de forge;F;1974;39100579533;VRAI;VRAI;+ 80K;300 - 400K;Commercial;Pickup;0;1.0;z_Highly Rural/ Rural;06/03/2022;complet;dev_express;200 - 300€
ingénieur papetier papetière;F;1978;11950021601;VRAI;VRAI;40 - 60K;200 - 300K;Commercial;Van;0;1.0;Highly Urban/ Urban;15/04/2022;complet;dev_express;200 - 300€
agent de sécurité;M;1974;50122066568;VRAI;VRAI;+ 80K;300 - 400K;Commercial;Van;0;11.0;z_Highly Rural/ Rural;24/03/2022;complet;dev_integral;200 - 300€
conducteur de métro;F;1987;58632944539;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Panel Truck;3;19.0;Highly Urban/ Urban;06/02/2022;complet;dev_integral;300 - 400€
chef des ventes;M;1971;8764681221;FAUX;FAUX;60 - 80K;0 - 0K;Private;z_SUV;3;4.0;Highly Urban/ Urban;01/05/2022;incomplet;dev_integral;300 - 400€
constructeur de routes;F;2012;6094324996;FAUX;VRAI;40 - 60K;100 - 200K;Private;z_SUV;0;8.0;z_Highly Rural/ Rural;25/02/2022;incomplet;dev_express;200 - 300€
décolleteur;F;1956;57465410118;FAUX;FAUX;40 - 60K;100 - 200K;Commercial;Pickup;1;12.0;Highly Urban/ Urban;27/03/2022;complet;dev_integral;300 - 400€
agent de sécurité;F;1951;32006385667;VRAI;VRAI;20 - 40K;0 - 0K;Private;Van;0;;Highly Urban/ Urban;28/02/2022;complet;dev_express;200 - 300€
chef de projet informatique;F;1976;24017758232;VRAI;VRAI;20 - 40K;0 - 0K;Private;Pickup;0;7.0;Highly Urban/ Urban;17/02/2022;complet;dev_express;200 - 300€
chef de station de traitement des eaux;F;1953;25761431783;FAUX;FAUX;60 - 80K;200 - 300K;Private;Pickup;2;15.0;Highly Urban/ Urban;18/01/2022;incomplet;dev_integral;200 - 300€
ingénieur de recherche clinique et épidémiologique;F;1967;20636637975;FAUX;FAUX;40 - 60K;Inconnu;Private;z_SUV;3;8.0;Highly Urban/ Urban;21/03/2022;complet;dev_integral;300 - 400€
greffier;F;1970;3454695027;FAUX;FAUX;20 - 40K;0 - 0K;Commercial;Panel Truck;0;1.0;Highly Urban/ Urban;29/04/2022;complet;dev_express;200 - 300€
ingénieur en caractérisation des matériaux;M;2002;797063509;FAUX;FAUX;60 - 80K;0 - 0K;Private;Minivan;5;10.0;Highly Urban/ Urban;21/04/2022;complet;dev_express;200 - 300€
matelot de la marine marchande;F;1998;44028705042;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;2;1.0;Highly Urban/ Urban;19/01/2022;complet;dev_integral;300 - 400€
chargé de pharmacovigilance;M;1950;49436264197;FAUX;VRAI;+ 80K;300 - 400K;Private;Minivan;0;15.0;Highly Urban/ Urban;09/03/2022;complet;dev_integral;300 - 400€
hydrogéologue;M;1986;8685737392;FAUX;FAUX;+ 80K;200 - 300K;Private;Sports Car;3;17.0;Highly Urban/ Urban;01/03/2022;complet;dev_express;200 - 300€
chargé de recherche en acoustique musicale;M;2006;36464366608;FAUX;FAUX;40 - 60K;0 - 0K;Private;z_SUV;0;18.0;Highly Urban/ Urban;25/02/2022;complet;dev_express;200 - 300€
entraîneur sportif sportive;F;2005;34887436497;FAUX;VRAI;+ 80K;300 - 400K;Commercial;Minivan;0;1.0;Highly Urban/ Urban;06/04/2022;complet;dev_integral;300 - 400€
ingénieur en production et expérimentations végétales;F;1953;33856592804;VRAI;VRAI;0 - 20K;Inconnu;Private;Sports Car;4;4.0;Highly Urban/ Urban;04/04/2022;complet;dev_express;200 - 300€
agent de sécurité;F;1986;47744495011;VRAI;VRAI;40 - 60K;100 - 200K;Private;Minivan;5;1.0;Highly Urban/ Urban;04/02/2022;complet;dev_express;200 - 300€
styliste;M;1942;12965505470;FAUX;FAUX;Inconnu;300 - 400K;Commercial;Van;2;8.0;Highly Urban/ Urban;06/01/2022;complet;dev_express;200 - 300€
biologiste en environnement;F;1990;8872422065;FAUX;VRAI;0 - 20K;100 - 200K;Private;Van;0;7.0;z_Highly Rural/ Rural;25/02/2022;incomplet;dev_premium;+ 500€
costumier;F;2003;5841064310;FAUX;FAUX;40 - 60K;100 - 200K;Private;z_SUV;0;14.0;Highly Urban/ Urban;15/03/2022;complet;dev_integral;300 - 400€
commercial export;F;1984;57721484042;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;Pickup;0;1.0;Highly Urban/ Urban;08/05/2022;incomplet;dev_integral;200 - 300€
maître d'hôtel;M;2009;45679179066;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Minivan;0;1.0;Highly Urban/ Urban;18/05/2022;incomplet;dev_integral;300 - 400€
régisseur lumière;M;1970;44988872340;FAUX;VRAI;+ 80K;200 - 300K;Commercial;Van;3;1.0;Highly Urban/ Urban;23/01/2022;complet;dev_express;200 - 300€
botaniste;M;1957;34849514837;FAUX;FAUX;20 - 40K;0 - 0K;Private;Pickup;0;1.0;Highly Urban/ Urban;18/02/2022;complet;dev_integral;300 - 400€
directeur de magasin à grande surface;F;1965;50605398757;FAUX;VRAI;20 - 40K;100 - 200K;Private;Sports Car;8;6.0;Highly Urban/ Urban;09/02/2022;complet;dev_integral;200 - 300€
barman;F;1978;13858258660;FAUX;VRAI;60 - 80K;200 - 300K;Commercial;Pickup;0;6.0;z_Highly Rural/ Rural;07/04/2022;complet;dev_integral;300 - 400€
responsable des ressources humaines;F;1981;4339623873;FAUX;FAUX;+ 80K;Inconnu;Commercial;Panel Truck;0;16.0;z_Highly Rural/ Rural;03/04/2022;complet;dev_integral;300 - 400€
facteur d'instruments;F;2017;160667207;VRAI;VRAI;0 - 20K;0 - 0K;Commercial;Pickup;0;19.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;300 - 400€
gestionnaire de contrats d'assurance;F;1969;50342716951;VRAI;VRAI;+ 80K;0 - 0K;Private;Minivan;5;13.0;Highly Urban/ Urban;31/03/2022;complet;dev_premium;300 - 400€
électromécanicien;F;1977;21247889539;FAUX;VRAI;0 - 20K;0 - 0K;Private;Minivan;4;8.0;Highly Urban/ Urban;24/01/2022;complet;dev_express;200 - 300€
convoyeur de fonds;F;1965;11664512813;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;1;;z_Highly Rural/ Rural;24/02/2022;complet;dev_integral;200 - 300€
conseiller en génétique;M;2020;53596255490;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Minivan;4;12.0;Highly Urban/ Urban;26/01/2022;complet;dev_express;200 - 300€
éclairagiste;M;1947;323866163;VRAI;VRAI;Inconnu;200 - 300K;Commercial;z_SUV;3;9.0;Highly Urban/ Urban;07/02/2022;complet;dev_express;200 - 300€
sellier;M;1984;8389225930;FAUX;VRAI;+ 80K;400 - 500K;Private;Van;0;13.0;Highly Urban/ Urban;11/03/2022;complet;dev_vip;+ 500€
technicien de forge;F;1953;30083342086;FAUX;FAUX;20 - 40K;0 - 0K;Private;Minivan;2;9.0;z_Highly Rural/ Rural;08/03/2022;complet;dev_integral;300 - 400€
responsable du recrutement;M;1985;28605149478;FAUX;FAUX;+ 80K;0 - 0K;Private;Minivan;1;8.0;Highly Urban/ Urban;15/04/2022;complet;dev_express;200 - 300€
officier de police;F;1966;15097512301;FAUX;FAUX;+ 80K;0 - 0K;Commercial;z_SUV;0;9.0;Highly Urban/ Urban;29/05/2022;complet;dev_integral;300 - 400€
formateur en informatique;M;2009;23685094048;FAUX;FAUX;+ 80K;300 - 400K;Private;Minivan;0;1.0;z_Highly Rural/ Rural;16/04/2022;complet;dev_express;200 - 300€
responsable de scierie;M;2017;2183876445;VRAI;VRAI;+ 80K;300 - 400K;Commercial;Panel Truck;9;16.0;Highly Urban/ Urban;22/01/2022;complet;dev_express;200 - 300€
halieute;M;2015;20165057642;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Panel Truck;0;12.0;Highly Urban/ Urban;27/03/2022;complet;dev_premium;300 - 400€
sellier;M;2018;41302582135;FAUX;VRAI;40 - 60K;200 - 300K;Private;z_SUV;0;10.0;Highly Urban/ Urban;04/01/2022;complet;dev_integral;200 - 300€
projectionniste;F;1960;15434594051;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Van;8;8.0;Highly Urban/ Urban;13/02/2022;complet;dev_integral;300 - 400€
technicien en traitement des matériaux;M;1986;11918101008;FAUX;VRAI;+ 80K;300 - 400K;Private;z_SUV;5;14.0;Highly Urban/ Urban;19/03/2022;complet;dev_premium;300 - 400€
ascensoriste;F;1931;26515407179;FAUX;FAUX;0 - 20K;0 - 0K;Private;z_SUV;0;12.0;Highly Urban/ Urban;18/01/2022;incomplet;dev_express;200 - 300€
infirmier humanitaire;M;1961;24254703235;FAUX;FAUX;0 - 20K;100 - 200K;Commercial;Pickup;1;1.0;Highly Urban/ Urban;23/03/2022;complet;dev_integral;300 - 400€
ingénieur en automatismes;M;1991;27845487308;FAUX;FAUX;40 - 60K;100 - 200K;Private;Sports Car;0;21.0;Highly Urban/ Urban;24/02/2022;complet;dev_express;200 - 300€
opticien-lunetier;M;1951;52659996054;FAUX;FAUX;0 - 20K;100 - 200K;Private;Sports Car;1;1.0;Highly Urban/ Urban;30/05/2022;complet;dev_integral;300 - 400€
ingénieur environnement;M;1958;28894470728;FAUX;FAUX;20 - 40K;100 - 200K;Private;Van;3;4.0;Highly Urban/ Urban;02/03/2022;complet;dev_express;200 - 300€
charpentier métallique;M;1941;45699259244;FAUX;FAUX;20 - 40K;100 - 200K;Private;Pickup;3;;Highly Urban/ Urban;29/01/2022;incomplet;dev_express;200 - 300€
sapeur-pompier;F;1958;52114463528;FAUX;FAUX;40 - 60K;0 - 0K;Private;Minivan;0;16.0;Highly Urban/ Urban;20/05/2022;complet;dev_integral;300 - 400€
consultant en validation;F;1977;29431078206;FAUX;FAUX;40 - 60K;200 - 300K;Private;Pickup;0;10.0;Highly Urban/ Urban;29/04/2022;complet;dev_integral;300 - 400€
accompagnateur en moyenne montagne;M;1951;33033007497;FAUX;VRAI;+ 80K;200 - 300K;Private;Minivan;1;10.0;Highly Urban/ Urban;27/04/2022;incomplet;dev_express;200 - 300€
consultant en management de l'innovation;M;2007;160371853;FAUX;VRAI;20 - 40K;Inconnu;Private;Pickup;1;7.0;Highly Urban/ Urban;25/01/2022;complet;dev_express;200 - 300€
conducteur d'engins de travaux publics;F;1983;39998981442;FAUX;FAUX;40 - 60K;100 - 200K;Commercial;Pickup;1;1.0;Highly Urban/ Urban;03/03/2022;complet;dev_integral;300 - 400€
ingénieur calcul;M;1933;49478274911;VRAI;VRAI;40 - 60K;0 - 0K;Commercial;z_SUV;6;1.0;z_Highly Rural/ Rural;20/03/2022;incomplet;dev_integral;300 - 400€
ingénieur radioprotection;M;1943;10011440429;FAUX;FAUX;40 - 60K;200 - 300K;Private;Minivan;0;9.0;Highly Urban/ Urban;16/02/2022;complet;dev_express;200 - 300€
notaire;F;1993;1410063597;FAUX;FAUX;+ 80K;200 - 300K;Private;Minivan;1;12.0;Highly Urban/ Urban;08/04/2022;complet;dev_integral;300 - 400€
expert bilan carbone;M;1989;38192432358;FAUX;VRAI;+ 80K;300 - 400K;Private;z_SUV;0;13.0;Highly Urban/ Urban;26/05/2022;incomplet;dev_integral;300 - 400€
technicien de contrôle;M;2003;1190649087;FAUX;FAUX;+ 80K;0 - 0K;Private;Sports Car;0;9.0;Highly Urban/ Urban;24/05/2022;complet;dev_integral;300 - 400€
zoologiste;F;1966;30143282428;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;1;15.0;Highly Urban/ Urban;02/03/2022;complet;dev_integral;300 - 400€
sommelier;F;1944;1709689256;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;1;12.0;Highly Urban/ Urban;09/02/2022;complet;dev_premium;300 - 400€
mécanicien bateaux;M;2005;56978979839;VRAI;VRAI;20 - 40K;100 - 200K;Commercial;Minivan;2;4.0;Highly Urban/ Urban;24/01/2022;complet;dev_integral;300 - 400€
conservateur territorial de bibliothèques;F;2019;11668638270;FAUX;VRAI;60 - 80K;200 - 300K;Commercial;Pickup;0;11.0;z_Highly Rural/ Rural;20/03/2022;complet;dev_express;200 - 300€
responsable approvisionnement;M;2015;24639789037;FAUX;FAUX;60 - 80K;Inconnu;Private;Pickup;1;12.0;Highly Urban/ Urban;16/03/2022;complet;dev_integral;300 - 400€
chef de produit marketing;M;2006;53452665833;FAUX;FAUX;0 - 20K;0 - 0K;Commercial;Minivan;0;11.0;z_Highly Rural/ Rural;15/03/2022;complet;dev_express;200 - 300€
psychomotricien;F;2015;42177379147;FAUX;FAUX;60 - 80K;200 - 300K;Private;z_SUV;0;8.0;z_Highly Rural/ Rural;24/05/2022;complet;dev_integral;300 - 400€
sociologue;M;2014;2844446109;FAUX;FAUX;+ 80K;300 - 400K;Private;z_SUV;4;7.0;Highly Urban/ Urban;26/03/2022;complet;dev_integral;300 - 400€
vendeur en animalerie;F;2015;52343961964;FAUX;FAUX;60 - 80K;200 - 300K;Private;z_SUV;5;4.0;Highly Urban/ Urban;28/05/2022;complet;dev_integral;300 - 400€
étalagiste;F;1952;27874064607;FAUX;FAUX;+ 80K;300 - 400K;Private;z_SUV;1;12.0;Highly Urban/ Urban;19/04/2022;complet;dev_integral;200 - 300€
ouvrier plasturgiste;M;1958;23534625817;FAUX;FAUX;40 - 60K;100 - 200K;Private;Minivan;6;1.0;Highly Urban/ Urban;07/03/2022;incomplet;dev_express;200 - 300€
